PBIUSI,Genus,species,Country,State_Prov,Sec_Subdiv,Locality,Lat,Lon,Start_Date,End_Date,Collector,Sex,Inst_Code,Project,Type,Det_By,Det_Date,Det_History,Spec_Notes,Loc_Notes,Accuracy,Coll_Method,Pres_Method,Spec_Count,Lat_Lon_Method,Lat_Lon_Accuracy,Elev_m,Elev_f,Elev_Det,Trip_Code,Dissections,Illustrations,Measurements,Photos,SEM,DNA,OrigUSI,Family,Subfamily,Tribe,Macro_Habitat,Micro_Habitat,Host_Family,Host_Genus,Host_species,Host_subspecies,Host_Author,Host_Common_Name,Host_Relation,Host_Location,Host_Emergence_Date,Host_with_Specimen
AMNH_BEE 00060072,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060073,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060074,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060075,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060076,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060077,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060246,Macropis,nuda,USA,New York,Bronx,Mosholu,40.9032,-73.8594,6/2/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060071,Macropis,ciliata,USA,New York,Bronx,Mosholu,40.9032,-73.8594,5/24/1918,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060185,Macropis,nuda,USA,New York,Essex,Keene Valley,44.18972,-73.78639,8/12/1917,,H. Notman,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Gazetteer,,393,1289,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060186,Macropis,nuda,USA,New York,Essex,Keene Valley,44.18972,-73.78639,8/10/1917,,H. Notman,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Gazetteer,,393,1289,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060187,Macropis,nuda,USA,New York,Essex,Keene Valley,44.18972,-73.78639,8/10/1917,,H. Notman,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Gazetteer,,393,1289,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060224,Macropis,nuda,USA,New York,Rockland,Tappan,41.02194,-73.94778,7/17/1917,,unknown,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169361,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/16/1917,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
AMNH_BEE 00169369,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/16/1917,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Apocynaceae,Apocynum,androsaemifolium,,,,associated with,,,NO
AMNH_BEE 00060199,Macropis,nuda,USA,Illinois,Carroll,Savanna,42.0944,-90.15666,7/10/1917,,unknown,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"Ex. Coll. M. A. Cazier, on wild snowberry",,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060245,Macropis,nuda,USA,Illinois,Carroll,Savanna,42.0944,-90.15666,7/10/1917,,C. deFunaro,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On sweet clover, Acc.37612",,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060063,Macropis,ciliata,USA,New Jersey,Bergen,Ramsey,41.05722,-74.14139,7/7/1917,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060289,Macropis,patellata,USA,New Jersey,Bergen,Ramsey,41.05722,-74.14139,7/7/1917,,unknown,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060064,Macropis,ciliata,USA,New Jersey,Bergen,Ramsey,41.05722,-74.14139,6/30/1917,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021766,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/29/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021767,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/27/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021768,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/27/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021769,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/27/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021770,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/27/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021771,Macropis,nuda,USA,New York,Tompkins,McLean,42.55194,-76.29139,7/27/1916,,unknown,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060290,Macropis,patellata,USA,New Jersey,Bergen,Fort Lee,40.85083,-73.97056,7/16/1916,,unknown,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Gazetteer,,76,249,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060304,Macropis,patellata,USA,New Jersey,Bergen,Fort Lee,40.85083,-73.97056,7/16/1916,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,,,,Netting,Pinned,1,Gazetteer,,76,249,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060285,Macropis,patellata,USA,Maryland,Montgomery,nr Plummers Island,38.97,-77.178,7/5/1916,,unknown,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,1994,,"AMNH, Ac. 33827, on Steironema ciliata",,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060286,Macropis,patellata,USA,Maryland,Montgomery,nr Plummers Island,38.97,-77.178,7/5/1916,,J. C. Crawford,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,1994,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060287,Macropis,patellata,USA,Maryland,Montgomery,nr Plummers Island,38.97,-77.178,7/5/1916,,J. C. Crawford,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"AMNH, Ac. 33827, on Steironema ciliata",,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169379,Macropis,nuda,USA,North Dakota,Stutsman,Kensal,47.3008,-98.7334,7/26/1915,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,coordinates taken from fallingrain.com,,Netting,Pinned,1,Gazetteer,,474,1555,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Onagraceae,Oenothera,villosa,villosa,Thunb.,,associated with,,,NO
AMNH_BEE 00169382,Macropis,nuda,USA,North Dakota,Eddy,New Rockford,47.68,-99.1375,7/17/1914,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,Gazetteer,,460,1509,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Caprifoliaceae,Symphoricarpos,occidentalis,,,,associated with,,,NO
AMNH_BEE 00060236,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,1994,,"8334, on Steironema lanceolata",www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060237,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,G. I. Stage,1968,"Confirmed by R. R. Snelling, 1994",8334,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169370,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169371,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169372,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169373,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169374,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169375,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169380,Macropis,nuda,USA,North Dakota,McHenry,Deering,48.39556,-101.05139,7/9/1914,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,www.lat-long.com,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Primulaceae,Lysimachia,lanceolata,,,,associated with,,,NO
AMNH_BEE 00169378,Macropis,nuda,USA,North Dakota,McHenry,Granville,48.2678,-100.8422,7/8/1914,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,Gazetteer,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Fabaceae,Dalea,candida,var. oligophylla,,,associated with,,,NO
AMNH_BEE 00060308,Macropis,patellata,USA,Illinois,Vermilion,"Muncie, Stoney Creek",40.11559,-87.84475,7/5/1914,,unknown,Adult Male,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,1999,,Ex. Coll. M. A. Cazier,Geonames,,Netting,Pinned,1,Gazetteer,,197,646,Gazetteer,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
CUIC_ENT 00021772,Macropis,nuda,CANADA,Nova Scotia,"None, Unknown or Numbered Census Division",Truro,45.36666,-63.3,8/12/1913,,R. Matheson,Adult Female,CUIC,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,R. R. Snelling,,Macropis morsei by T. B. Mitchell,,,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00169381,Macropis,nuda,USA,North Dakota,Benson,Pleasant Lake,48.36,-99.8,8/11/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2011,,,,,Netting,Pinned,1,GeoLocate Software,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,Asteraceae,Solidago,canadensis,,,,associated with,,,NO
AMNH_BEE 00060188,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Steironema lanceolatum, 5794",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060189,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Steironema lanceolatum, 5795",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060190,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Steironema lanceolatum, 5797",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060191,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Steironema lanceolatum, 5796",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060196,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Lactuca  pulchella, 5836",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060197,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Lactuca  pulchella, 5837",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
AMNH_BEE 00060198,Macropis,nuda,USA,North Dakota,Cass,Fargo,46.87722,-96.78944,7/20/1913,,O. A. Stevens,Adult Female,AMNH,"Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)",None,J. S. Ascher,2008,,"On Taraxacum taraxacum, 5786",,,Netting,Pinned,1,,,,,,,NO,NO,NO,NO,NO,,,Melittidae,Melittinae,Macropidini,,,,,,,,,,,,NO
